x_east_dm,y_north_dm,height_dm,crown_radius_dm,ground_dm
1507,1446,132,47,4428
1509,1110,201,84,4386
1509,2872,44,11,4181
1510,3952,153,61,4184
1519,2279,54,30,4163
1519,3058,118,29,4203
1521,-945,98,26,5160
1524,4781,44,18,4200
1525,966,131,38,4397
1527,-455,87,16,5006
1528,4048,100,37,4185
1529,3570,105,48,4176
1531,3010,106,39,4203
1532,4543,65,35,4195
1533,4681,64,33,4199
1536,368,137,51,4618
1536,3276,100,37,4179
1539,-54,115,23,4814
1541,1866,152,48,4282
1541,2233,62,24,4160
1545,24,137,30,4770
1547,-638,129,35,5078
1548,-847,124,32,5148
1548,2143,84,20,4178
1551,514,156,60,4550
1553,-479,94,21,5009
1556,2074,153,50,4190
1557,-778,135,41,5128
1557,1371,138,55,4442
1557,4259,110,43,4190
1558,-579,149,27,5050
1559,811,183,48,4434
1561,700,171,18,4474
1561,1764,168,79,4333
1563,303,176,45,4628
1566,3487,109,42,4176
1568,80,156,36,4733
1570,4043,93,27,4184
1571,1191,166,64,4421
1574,219,136,29,4664
1575,2980,74,21,4202
1576,1483,118,14,4438
1577,1967,167,59,4231
1578,-167,105,37,4863
1579,-274,172,35,4910
1579,1652,119,15,4390
1581,1133,155,20,4412
1585,4353,89,42,4193
1587,3115,149,69,4202
1588,4160,58,17,4188
1591,4700,79,41,4201
1594,-352,176,44,4937
1598,4570,64,44,4196
1599,1881,173,35,4273
1600,1529,145,44,4434
1602,1071,165,80,4404
1605,3252,108,35,4184
1606,1607,116,36,4409
1606,3003,86,20,4202
1607,-466,83,21,4982
1607,416,161,61,4578
1609,-679,147,28,5075
1610,-88,121,43,4808
1611,2184,122,36,4163
1612,1278,131,56,4451
1613,3055,111,34,4203
1615,2822,91,28,4178
1616,1732,162,23,4350
1617,-545,35,12,5017
1618,1437,114,37,4452
1619,4651,60,24,4198
1625,1001,168,59,4407
1626,2122,175,79,4182
1630,161,142,37,4676
1634,-734,144,44,5092
1634,2235,154,39,4167
1635,591,180,47,4508
1635,4339,67,24,4193
1636,794,193,98,4433
1639,515,189,55,4536
1644,-283,161,35,4887
1648,665,171,48,4479
1652,2000,165,45,4216
1654,-979,158,61,5184
1654,947,111,31,4416
1654,4308,77,39,4193
1655,2847,37,14,4191
1656,3377,148,32,4179
1657,1467,123,34,4456
1657,3805,37,15,4180
1659,3714,58,38,4180
1660,1,161,42,4745
1660,3301,128,45,4177
1661,1840,176,38,4294
1661,4096,54,24,4188
1662,-824,139,36,5128
1664,1565,139,24,4430
1667,731,188,28,4458
1668,-522,83,22,4981
1669,436,144,13,4557
1670,2993,82,26,4200
1673,3085,108,29,4200
1675,371,131,20,4580
1677,117,145,45,4686
1678,-581,54,18,5007
1678,-153,154,50,4810
1679,2302,109,27,4175
1684,-768,105,22,5092
1685,-711,112,22,5064
1687,-329,121,14,4886
1687,2946,67,28,4201
1688,1510,132,15,4450
1689,196,134,47,4645
1690,-629,35,13,5022
1690,558,172,32,4512
1691,1088,138,18,4447
1696,-938,147,19,5166
1697,1925,173,67,4254
1701,1641,152,52,4403
1701,2155,163,48,4170
1703,-65,179,61,4760
1709,278,120,40,4612
1709,2020,115,14,4208
1710,28,161,36,4712
1712,2234,176,46,4176
1713,2927,62,15,4202
1715,1135,133,42,4453
1719,4090,61,39,4189
1720,1569,155,67,4433
1721,3612,71,49,4180
1723,347,139,56,4581
1723,1865,150,18,4285
1724,-865,162,38,5128
1726,3389,207,76,4180
1727,-981,139,22,5182
1729,1000,133,38,4433
1737,1746,168,70,4349
1749,3032,102,33,4200
1750,3807,32,12,4182
1751,1077,137,40,4463
1753,4653,32,13,4200
1759,-204,163,42,4792
1763,846,161,77,4430
1763,3260,75,16,4177
1765,1962,163,44,4243
1766,444,151,41,4545
1770,1143,96,37,4490
1771,670,196,50,4485
1774,-837,143,33,5093
1775,120,207,64,4653
1778,1542,133,42,4451
1778,2999,112,72,4201
1779,-612,92,25,4961
1782,-418,187,60,4875
1782,2144,167,53,4170
1784,-672,130,28,4993
1784,-285,198,63,4815
1786,1040,123,23,4474
1788,2059,182,62,4196
1794,4923,89,54,4218
1795,207,121,28,4623
1800,3733,147,43,4182
1802,978,124,31,4467
1802,1757,172,46,4353
1803,606,202,74,4509
1804,2282,35,16,4177
1805,372,186,54,4568
1807,5054,52,22,4222
1809,5008,42,10,4223
1810,1662,119,26,4407
1814,-359,135,30,4830
1816,737,198,75,4475
1825,-35,214,78,4695
1827,245,119,30,4608
1827,1126,118,39,4505
1829,4988,54,10,4222
1831,-879,203,39,5098
1834,1816,188,42,4321
1837,1964,191,46,4245
1838,487,148,49,4551
1838,3273,143,60,4177
1843,3152,30,16,4196
1843,3519,61,13,4180
1845,871,135,38,4466
1845,2160,171,42,4182
1846,2257,35,14,4178
1846,2751,35,10,4181
1847,2807,44,19,4182
1848,428,174,32,4569
1850,-238,131,25,4765
1850,4967,46,12,4222
1851,-793,106,35,5019
1851,-508,205,56,4873
1852,307,140,19,4599
1853,2885,45,21,4181
1853,3888,98,16,4186
1853,5202,44,21,4218
1858,1083,132,29,4513
1859,2922,46,12,4180
1863,1023,150,52,4503
1864,3927,97,23,4189
1865,1732,132,33,4379
1866,-341,132,31,4795
1867,87,210,82,4650
1871,-727,161,57,4973
1873,2747,46,17,4180
1875,3476,93,40,4181
1878,635,141,28,4520
1881,1914,127,16,4274
1881,2265,42,20,4179
1884,-943,186,49,5123
1884,1329,43,20,4521
1885,-662,147,29,4929
1887,1849,181,60,4311
1888,3423,81,25,4182
1891,3373,91,27,4183
1894,205,161,50,4631
1894,5019,62,17,4224
1896,2941,45,17,4181
1899,370,128,19,4603
1899,3894,93,46,4188
1904,2745,33,13,4182
1906,504,126,20,4567
1907,749,136,28,4497
1907,4024,112,32,4190
1910,1350,42,16,4515
1910,3092,72,41,4198
1911,-274,204,62,4748
1911,3026,61,32,4202
1912,4086,133,57,4191
1913,4799,72,46,4212
1918,-547,238,59,4846
1918,2096,203,42,4177
1920,4898,36,14,4221
1925,1986,167,26,4241
1928,1054,131,52,4536
1930,1742,91,11,4381
1931,2741,32,18,4182
1934,292,122,27,4631
1935,-202,200,78,4722
1935,618,131,41,4543
1939,-446,253,90,4803
1941,553,121,22,4563
1945,371,55,15,4619
1948,3188,54,26,4191
1948,4910,46,10,4221
1949,-117,97,22,4705
1950,-754,182,53,4945
1950,26,149,43,4674
1950,4798,49,28,4213
1951,1640,155,47,4434
1952,1921,170,45,4279
1955,3404,196,48,4182
1961,4057,106,30,4190
1963,2041,205,48,4205
1964,951,149,75,4534
1965,2938,45,20,4179
1969,234,149,44,4650
1969,708,109,34,4529
1969,5113,54,26,4224
1972,4096,93,35,4192
1972,4936,44,23,4221
1973,-25,147,37,4689
1976,5350,31,16,4220
1977,-635,244,61,4878
1978,2309,41,23,4179
1987,636,136,42,4553
1988,1064,130,38,4556
1989,3168,79,32,4192
1992,61,155,31,4681
1996,1850,145,37,4325
1997,760,168,70,4521
1997,1560,131,39,4470
1999,2126,171,56,4172
1999,4790,57,26,4211
2001,2732,44,21,4181
2002,3262,48,23,4181
2005,401,172,54,4632
2007,330,135,33,4647
2012,-117,62,22,4729
2012,886,106,14,4544
2014,2476,109,46,4179
2019,1759,145,55,4380
2023,-838,213,79,5000
2024,-2,94,20,4703
2025,-170,106,13,4751
2025,1613,159,43,4450
2025,2209,60,21,4183
2028,2933,44,20,4180
2029,203,166,52,4669
2030,509,172,61,4604
2030,998,138,46,4565
2030,3213,89,42,4179
2036,3801,95,33,4188
2037,1137,117,40,4565
2037,4906,42,18,4217
2042,603,172,54,4579
2043,1953,167,83,4272
2044,-430,197,61,4858
2044,1067,116,18,4571
2047,4496,62,17,4203
2048,1297,58,28,4541
2048,1562,126,21,4473
2048,3467,223,80,4183
2050,839,137,33,4552
2055,3627,40,14,4185
2060,5080,71,45,4223
2061,5136,57,10,4223
2064,2728,43,17,4182
2065,2336,42,26,4179
2071,2928,42,12,4181
2074,-733,232,88,4973
2077,3087,103,35,4201
2077,4646,64,45,4207
2079,2054,198,60,4204
2080,3281,41,18,4183
2081,-228,216,66,4800
2081,327,133,48,4668
2084,1052,115,48,4578
2084,1668,169,43,4432
2087,446,177,43,4639
2088,258,141,16,4679
2088,2346,50,14,4180
2089,706,129,27,4563
2089,4985,40,18,4219
2090,3034,122,36,4201
2092,875,152,60,4573
2092,1532,137,41,4484
2093,1120,121,40,4578
2095,-652,169,20,4966
2095,4080,106,27,4192
2097,571,172,47,4609
2097,978,125,45,4585
2097,3194,130,71,4180
2099,3388,152,43,4184
2102,-493,123,31,4914
2103,-8,151,67,4730
2103,3990,66,18,4190
2104,1403,143,44,4525
2105,2137,131,48,4173
2106,-879,227,42,5060
2107,59,157,36,4717
2107,3930,78,25,4190
2109,380,127,24,4663
2109,788,135,70,4563
2111,4919,73,34,4216
2115,5149,69,19,4223
2117,-596,167,33,4963
2117,3072,100,37,4203
2118,199,172,52,4698
2122,-141,222,73,4779
2122,511,173,50,4630
2124,4031,60,18,4192
2125,1729,146,28,4402
2125,3573,90,34,4186
2129,2922,42,16,4182
2134,-373,147,34,4896
2136,4146,60,16,4194
2139,1162,99,28,4577
2142,1580,150,68,4475
2142,3139,109,21,4194
2145,649,126,39,4603
2148,1638,162,32,4450
2150,711,114,40,4585
2151,1114,80,26,4585
2151,5132,69,19,4223
2154,4914,64,24,4214
2155,-210,157,56,4823
2156,2918,33,14,4182
2161,1997,188,61,4246
2163,1804,166,29,4354
2164,2069,133,25,4203
2164,3872,63,34,4190
2165,98,160,65,4726
2165,939,100,37,4598
2165,3353,128,43,4183
2167,-731,128,28,5051
2168,1867,164,42,4315
2168,3527,170,53,4188
2169,757,102,14,4586
2170,1490,180,57,4504
2173,228,137,38,4705
2175,4135,62,32,4194
2178,3692,71,22,4188
2178,4059,134,47,4193
2183,-549,172,55,5001
2183,1397,132,43,4536
2183,1687,167,69,4430
2183,1748,151,39,4392
2185,368,99,36,4681
2185,3995,142,48,4193
2186,-334,137,17,4909
2187,-400,136,49,4942
2190,-43,96,18,4769
2192,299,142,56,4692
2192,441,70,17,4667
2193,2713,40,10,4183
2195,40,139,31,4748
2197,3127,119,43,4194
2197,3453,44,12,4188
2198,2918,43,21,4183
2201,550,129,31,4640
2206,613,67,20,4626
2208,-604,167,54,5035
2211,2208,116,60,4183
2213,910,79,40,4606
2214,1338,91,51,4552
2215,126,144,44,4732
2215,1949,147,35,4269
2216,2744,31,18,4183
2217,-149,155,35,4817
2219,2383,40,25,4181
2220,2771,34,17,4182
2222,4544,80,34,4205
2222,4829,87,29,4214
2223,2817,43,11,4182
2226,1845,176,43,4327
2227,2844,42,20,4182
2228,-665,132,28,5072
2228,1469,120,41,4520
2228,3965,89,36,4193
2229,-34,80,19,4776
2230,659,63,22,4622
2231,2254,103,26,4185
2237,3376,108,36,4186
2239,-357,151,22,4942
2241,4920,92,38,4217
2242,224,113,39,4718
2245,1626,146,15,4463
2246,3261,119,56,4184
2247,3032,80,33,4205
2248,3170,133,55,4181
2249,3516,74,26,4187
2249,4087,48,14,4196
2255,1791,173,36,4363
2258,-536,155,42,5045
2259,2184,121,45,4174
2263,1411,101,31,4543
2263,1717,142,21,4408
2265,3739,183,70,4192
2267,-406,135,41,4984
2268,4035,89,28,4195
2273,-308,161,52,4929
2273,1923,165,36,4278
2276,396,109,52,4693
2277,4,166,46,4773
2281,3305,119,52,4187
2282,3076,100,38,4201
2284,1513,112,51,4510
2285,1855,172,60,4316
2286,-748,165,56,5139
2286,439,100,35,4686
2286,2058,177,74,4204
2287,67,150,28,4755
2287,3938,86,30,4194
2288,-142,157,41,4833
2294,3008,106,30,4203
2295,1592,123,27,4479
2297,477,90,30,4679
2298,-78,140,25,4806
2298,5061,36,23,4223
2299,-842,138,28,5194
2300,2474,264,67,4183
2304,-677,139,26,5120
2305,3825,71,25,4193
2308,515,104,26,4670
2308,3526,41,13,4190
2313,3608,70,19,4185
2314,2274,170,44,4186
2314,2972,109,47,4203
2315,3991,90,24,4196
2317,4394,87,20,4202
2318,-608,133,46,5101
2318,-486,151,36,5048
2318,4083,72,10,4198
2319,1990,157,42,4239
2321,157,150,49,4739
2322,728,35,13,4631
2323,-403,140,46,5002
2324,2562,240,62,4183
2328,1666,153,52,4435
2331,2742,199,27,4186
2331,3765,62,18,4197
2341,304,91,57,4716
2344,4492,79,35,4206
2345,4961,77,40,4222
2346,4360,85,29,4203
2350,2828,211,30,4199
2352,3435,76,34,4192
2353,1917,152,42,4273
2353,4311,120,21,4203
2354,3837,72,34,4196
2355,1765,167,40,4366
2357,4398,85,23,4206
2358,95,193,31,4757
2359,4883,120,10,4221
2359,5066,52,21,4226
2360,4058,40,16,4199
2361,4119,79,29,4201
2362,4440,83,24,4209
2363,-215,171,56,4892
2363,2408,276,83,4182
2363,5337,61,34,4238
2364,1502,99,20,4520
2364,3697,115,11,4196
2365,3611,60,17,4193
2365,3998,33,17,4197
2366,3051,71,10,4200
2367,-535,158,46,5087
2368,-152,149,36,4852
2368,3474,90,48,4195
2368,3576,64,35,4196
2370,3098,114,10,4196
2373,-335,144,44,4973
2373,424,45,17,4699
2376,2,174,60,4786
2377,-823,154,49,5232
2377,1841,171,34,4310
2381,2296,204,39,4188
2381,4037,49,17,4203
2386,2521,227,38,4185
2388,-270,144,39,4932
2391,2135,41,17,4188
2392,5512,43,28,4249
2396,1683,166,44,4422
2396,4718,41,10,4212
2396,5228,68,22,4228
2397,5162,46,25,4217
2398,4525,73,25,4211
2399,298,110,44,4726
2403,3849,48,16,4190
2404,936,43,15,4621
2407,4242,62,25,4201
2408,4197,105,32,4195
2411,4147,106,52,4192
2413,-574,157,25,5123
2414,220,114,33,4739
2414,1983,188,51,4233
2414,2864,229,46,4204
2415,4336,95,32,4201
2416,2773,227,66,4196
2418,4403,97,45,4202
2418,4464,90,43,4202
2419,4296,96,35,4201
2419,5279,70,50,4234
2423,-633,152,70,5161
2424,1552,157,52,4500
2425,340,103,50,4720
2429,1615,175,60,4463
2429,2638,212,55,4189
2431,3102,31,15,4194
2437,1851,175,28,4301
2438,-283,95,19,4948
2438,63,190,41,4774
2441,278,101,26,4734
2444,1781,194,57,4349
2445,5077,48,33,4228
2447,4843,37,19,4222
2452,2038,189,75,4203
2452,2405,234,21,4187
2454,4875,41,20,4224
2455,-432,170,47,5044
2459,1927,206,46,4256
2460,-105,163,51,4836
2461,2249,80,19,4178
2462,5417,108,38,4243
2469,-734,106,27,5231
2469,3198,189,47,4190
2472,1075,51,21,4618
2477,1468,122,61,4542
2478,-34,193,65,4808
2480,-492,147,40,5086
2482,4928,45,25,4228
2495,1621,189,63,4458
2496,368,104,24,4722
2500,3058,96,38,4199
2501,308,80,17,4735
2501,2641,219,35,4188
2502,-395,157,34,5031
2503,4785,44,24,4223
2507,1552,111,28,4499
2507,3131,54,21,4194
2509,-790,123,25,5272
2509,-587,161,49,5153
2510,906,31,11,4623
2514,1875,194,38,4296
2515,2114,84,26,4194
2515,4737,86,10,4223
2515,5292,76,42,4243
2519,134,183,75,4766
2519,1774,141,36,4369
2521,-304,159,49,4970
2522,2865,153,34,4208
2524,400,108,15,4717
2524,1444,105,39,4556
2526,2545,243,65,4184
2527,3808,39,17,4199
2528,1715,143,28,4410
2534,1080,55,27,4625
2542,43,189,61,4788
2542,985,34,14,4622
2545,-359,134,26,5012
2545,278,112,31,4741
2549,-108,139,35,4842
2549,197,132,38,4754
2550,3045,97,42,4198
2552,2011,213,65,4210
2555,3290,159,64,4195
2558,327,97,21,4734
2562,1581,149,25,4487
2563,1474,127,34,4545
2573,-775,124,22,5276
2573,2337,280,61,4184
2574,-62,140,38,4825
2574,3173,92,38,4195
2575,2679,175,50,4189
2579,2889,43,20,4209
2582,2487,228,26,4187
2583,-324,131,29,4989
2583,1336,36,14,4585
2586,-191,161,55,4889
2595,1655,183,52,4450
2596,1100,49,21,4621
2597,398,131,55,4720
2598,3795,28,12,4199
2601,1901,165,61,4289
2603,1830,200,47,4341
2607,298,152,59,4740
2607,5585,49,13,4258
2610,-246,145,33,4928
2611,-475,135,29,5093
2613,-587,143,37,5163
2615,-678,130,36,5222
2619,-387,173,52,5035
2620,1539,168,72,4514
2621,-534,120,26,5131
2625,2625,188,63,4188
2626,1001,34,15,4621
2629,8,160,54,4805
2630,-99,173,50,4844
2630,227,155,36,4755
2634,3101,93,51,4198
2640,3321,87,36,4195
2641,82,111,23,4785
2641,2726,142,27,4194
2642,2395,83,28,4190
2647,466,97,15,4704
2650,2137,159,62,4197
2653,4399,36,13,4211
2658,341,116,36,4734
2660,4595,66,10,4217
2660,5598,52,10,4258
2661,-285,184,31,4959
2662,2354,102,40,4183
2663,1880,194,44,4313
2665,1402,107,46,4577
2668,2269,34,15,4187
2672,3074,86,38,4199
2673,3457,44,13,4201
2674,-460,167,41,5083
2675,1588,59,12,4493
2677,1660,162,41,4457
2683,1819,198,65,4360
2684,261,159,47,4750
2684,383,116,32,4724
2685,-605,154,65,5186
2693,-185,138,34,4893
2693,3237,72,28,4196
2695,-358,175,38,5018
2695,1486,156,72,4554
2700,5608,70,14,4254
2704,4422,46,27,4218
2707,190,167,48,4759
2707,1708,164,33,4434
2711,441,119,32,4710
2714,3049,69,32,4203
2715,-536,141,25,5138
2716,3309,69,15,4197
2720,2292,48,31,4186
2721,1426,124,31,4573
2724,-81,181,45,4840
2725,3276,72,37,4196
2729,3134,63,26,4198
2733,-466,103,27,5091
2733,2035,134,23,4240
2735,406,111,28,4716
2736,299,136,51,4739
2737,1649,150,33,4473
2738,2199,98,36,4195
2747,-274,105,16,4954
2747,5420,126,45,4250
2751,466,122,27,4702
2752,53,149,61,4791
2753,3227,35,21,4196
2756,1531,138,36,4539
2757,1837,135,27,4361
2758,3019,56,38,4205
2771,1698,141,28,4452
2776,-552,158,37,5153
2776,4526,42,21,4220
2777,3457,49,14,4200
2778,360,117,28,4727
2778,2306,84,26,4184
2779,4165,32,11,4210
2783,2164,148,35,4201
2783,4416,46,26,4219
2783,5256,46,16,4254
2787,5283,44,18,4255
2789,5522,71,20,4262
2791,5227,50,26,4253
2792,2477,138,34,4190
2794,2080,152,54,4230
2798,-312,166,69,4985
2799,-603,145,26,5183
2799,2224,67,14,4196
2805,295,122,31,4741
2807,-142,209,83,4869
2808,1982,152,60,4285
2809,1447,96,32,4575
2811,1560,138,22,4537
2811,1642,159,45,4495
2811,3017,103,38,4207
2812,430,158,49,4712
2813,1780,204,69,4410
2814,135,133,53,4770
2825,214,113,17,4757
2825,4395,41,22,4219
2827,-713,175,56,5242
2829,1921,163,53,4325
2832,516,132,31,4690
2832,2258,73,30,4195
2832,2564,150,50,4189
2835,2142,158,20,4203
2837,-242,172,47,4932
2840,34,185,73,4793
2840,5545,82,26,4265
2842,1501,122,24,4566
2843,2418,182,62,4194
2845,2307,91,32,4186
2852,5273,47,21,4257
2856,-461,144,22,5090
2856,1423,74,25,4580
2858,5575,77,33,4268
2863,167,135,32,4764
2871,464,169,57,4703
2871,3006,99,10,4207
2874,1601,165,64,4527
2876,2534,141,34,4191
2881,324,130,21,4736
2881,1715,159,42,4463
2881,2188,167,62,4201
2882,2041,154,44,4266
2883,396,144,36,4719
2887,1833,172,39,4390
2894,88,127,24,4774
2896,2457,139,32,4193
2902,-109,78,14,4846
2904,2978,99,10,4209
2906,2393,167,54,4192
2907,-561,175,84,5156
2907,1899,174,45,4356
2908,-296,190,61,4966
2912,281,114,26,4744
2913,1468,103,60,4574
2915,-365,200,73,5016
2918,2121,156,31,4234
2921,3441,332,68,4204
2922,528,131,39,4675
2924,-689,110,13,5220
2929,5602,79,27,4270
2935,1972,134,24,4317
2937,-166,176,54,4877
2937,429,158,62,4700
2939,5666,108,37,4270
2941,2993,97,10,4209
2944,4129,42,19,4217
2945,5275,43,21,4262
2947,656,42,10,4650
2947,2744,134,37,4199
2950,71,170,51,4774
2953,2292,75,36,4196
2954,342,166,53,4723
2954,2247,49,13,4199
2955,2059,142,35,4273
2960,2508,153,53,4193
2963,1516,66,23,4566
2967,1705,149,70,4484
2968,2683,150,36,4193
2976,-96,161,29,4837
2977,251,168,47,4747
2985,1857,141,25,4397
2985,4256,39,19,4221
2986,-216,157,33,4902
2990,1920,159,54,4359
2999,2767,143,56,4202
2999,5263,41,22,4264
3000,-599,95,17,5163
3002,-298,205,38,4956
3002,481,125,29,4671
3003,-670,150,32,5200
3003,2300,45,18,4197
3011,1777,155,55,4450
3011,2841,76,18,4221
3012,2979,95,10,4212
3013,-36,99,16,4810
3021,2166,210,89,4233
3021,3394,268,64,4212
3022,-461,157,45,5075
3022,53,146,42,4775
3027,5687,90,22,4280
3029,1705,135,36,4495
3031,305,188,53,4725
3034,392,166,49,4695
3034,2032,155,40,4304
3034,2236,134,20,4203
3034,2730,132,27,4196
3038,215,145,37,4754
3039,5273,45,24,4267
3040,5207,51,27,4263
3041,2864,66,26,4221
3044,2401,268,55,4188
3051,1945,181,35,4355
3054,112,132,45,4766
3055,927,103,24,4607
3057,16,145,33,4792
3057,571,171,69,4636
3058,-621,153,32,5170
3058,709,170,81,4608
3058,1590,89,23,4542
3061,-554,120,31,5127
3064,2982,0,10,4214
3065,-344,222,74,4985
3065,1872,180,50,4406
3065,2524,73,12,4194
3066,2768,157,41,4207
3067,-496,140,26,5092
3076,1661,135,55,4517
3081,821,131,48,4587
3090,-256,159,30,4924
3090,5234,52,34,4267
3091,477,106,24,4659
3091,2178,151,20,4233
3091,2321,154,46,4194
3092,-83,148,58,4827
3096,1584,78,27,4542
3098,204,111,23,4755
3098,285,178,50,4726
3100,2695,136,43,4196
3101,-198,180,68,4888
3103,2029,148,21,4313
3104,5156,57,26,4264
3105,2080,142,20,4285
3106,4331,40,21,4231
3113,962,139,75,4585
3114,4196,46,24,4227
3117,3468,336,88,4208
3121,418,177,18,4679
3121,1957,165,22,4359
3122,-590,175,35,5148
3123,536,189,46,4646
3124,4423,39,20,4236
3129,614,159,18,4628
3129,1719,148,37,4494
3131,727,132,22,4601
3135,1593,77,26,4535
3137,-444,189,45,5052
3137,1217,67,21,4584
3139,3362,281,62,4210
3140,2374,68,25,4194
3141,892,119,31,4569
3147,5090,55,27,4262
3147,5172,44,20,4266
3149,2233,172,65,4211
3150,161,147,53,4760
3153,253,149,26,4739
3153,2056,132,20,4299
3153,2464,154,50,4200
3154,4491,47,14,4237
3156,14,104,29,4795
3158,-158,174,36,4871
3159,5226,46,22,4269
3168,1627,121,20,4520
3171,1042,120,14,4573
3171,1144,139,56,4575
3172,380,186,65,4697
3175,2133,106,20,4261
3177,1980,180,49,4342
3180,4528,46,14,4237
3183,1793,152,37,4456
3185,821,134,38,4583
3187,-294,189,47,4953
3188,216,110,19,4757
3195,1419,67,32,4559
3196,3544,86,17,4212
3196,5123,65,33,4266
3198,-602,183,29,5162
3198,-520,193,64,5113
3199,5276,44,29,4273
3202,-46,167,58,4827
3202,1737,163,56,4480
3204,973,151,41,4557
3205,1295,71,19,4559
3207,714,168,63,4631
3207,1901,167,74,4391
3210,150,100,14,4761
3210,2936,105,10,4225
3213,34,166,65,4800
3214,298,156,53,4734
3214,1180,115,34,4561
3216,2830,56,35,4221
3218,916,155,58,4562
3219,5215,38,23,4270
3220,478,160,77,4687
3220,1380,59,36,4555
3224,2348,104,52,4197
3224,3393,265,44,4214
3226,2196,115,35,4232
3230,1647,143,47,4505
3235,-379,229,88,5017
3235,2101,184,50,4278
3236,2402,145,22,4192
3236,4307,47,22,4236
3237,1455,75,17,4544
3245,647,138,43,4659
3245,1055,162,57,4548
3247,780,147,23,4620
3249,200,135,31,4760
3254,5570,44,10,4299
3255,339,101,28,4732
3256,3553,136,36,4215
3261,952,162,45,4558
3262,3081,57,29,4225
3268,-60,150,50,4847
3271,1713,151,23,4476
3272,-156,161,44,4896
3273,415,105,29,4720
3275,5570,49,14,4299
3277,5662,54,10,4300
3281,-582,186,44,5165
3283,5088,64,34,4267
3285,2475,248,76,4199
3285,3458,257,46,4216
3288,1172,178,57,4534
3290,-289,159,45,4973
3291,526,121,26,4704
3293,888,147,28,4585
3297,1648,139,50,4490
3299,2234,165,41,4217
3305,102,128,17,4806
3306,1019,157,26,4550
3308,2160,125,44,4247
3309,2935,98,10,4228
3310,1784,170,73,4437
3311,1942,189,53,4348
3312,1265,164,67,4525
3313,582,140,37,4699
3314,190,180,56,4772
3316,817,108,24,4625
3317,690,102,24,4669
3319,2035,198,76,4299
3319,2362,57,14,4204
3329,5130,58,19,4271
3333,5380,36,13,4283
3335,-59,142,56,4870
3335,1418,122,31,4514
3336,3359,274,24,4221
3337,756,90,24,4656
3337,5305,91,36,4280
3339,1689,153,33,4468
3341,966,159,38,4571
3343,1573,150,47,4493
3343,4583,30,12,4265
3351,-427,143,40,5076
3353,37,135,38,4840
3359,543,146,52,4722
3359,2142,137,43,4256
3359,5667,33,14,4297
3361,721,82,25,4670
3362,1149,157,20,4535
3362,1231,178,71,4519
3366,1089,169,71,4549
3366,2383,72,40,4203
3366,2913,92,10,4231
3369,2246,138,33,4219
3369,5751,94,60,4297
3370,-483,167,63,5122
3372,1315,167,42,4504
3373,755,82,15,4661
3377,226,168,62,4783
3382,-282,172,21,4997
3382,5127,52,23,4273
3383,635,138,44,4702
3384,5301,83,34,4282
3385,4685,46,21,4265
3388,1497,151,58,4486
3390,484,155,56,4740
3390,1651,126,12,4460
3390,2450,191,36,4196
3391,2201,140,35,4227
3393,-223,161,63,4967
3394,159,156,31,4814
3394,857,142,70,4628
3396,338,139,42,4774
3396,684,117,22,4688
3398,1907,200,65,4353
3399,1001,166,50,4579
3399,2906,70,10,4232
3401,4455,51,20,4252
3402,1399,152,35,4489
3404,3482,288,68,4218
3408,412,160,60,4760
3409,-163,138,24,4938
3412,1707,151,25,4434
3415,2003,191,48,4302
3419,43,114,40,4856
3423,-567,149,28,5193
3423,5086,54,22,4273
3424,2153,87,15,4249
3427,2077,172,43,4272
3437,1341,186,69,4491
3437,1855,121,32,4370
3438,1133,157,45,4556
3439,1194,153,37,4541
3442,94,112,36,4844
3443,-94,107,35,4918
3443,232,157,23,4802
3450,555,40,11,4732
3456,633,111,44,4711
3456,1656,172,57,4433
3457,-355,168,44,5057
3457,-294,178,63,5022
3457,5217,50,20,4283
3461,2233,35,16,4224
3462,446,146,46,4757
3463,5152,49,23,4278
3464,4699,38,14,4266
3465,2524,241,65,4204
3467,4481,53,25,4267
3469,2958,50,16,4241
3473,1467,153,54,4461
3476,5308,42,24,4288
3478,1590,177,79,4440
3478,3536,81,10,4230
3478,4417,49,22,4259
3479,-523,164,34,5176
3480,1728,121,30,4407
3482,1082,124,44,4579
3482,2906,96,10,4237
3484,-461,157,45,5132
3485,1521,168,23,4443
3488,875,102,36,4633
3492,799,109,28,4655
3493,2002,168,25,4298
3494,1014,113,40,4599
3498,2207,76,26,4234
3498,5242,41,25,4284
3499,2059,174,47,4274
3500,1891,161,29,4342
3503,283,174,40,4786
3508,386,143,32,4774
3511,498,127,25,4744
3514,-229,163,20,5000
3514,36,142,39,4885
3514,5547,51,21,4294
3515,2139,141,51,4249
3519,1224,90,20,4550
3520,5135,42,23,4279
3523,4362,30,12,4262
3525,2941,79,34,4244
3526,604,105,20,4717
3534,-107,129,21,4947
3535,1059,121,35,4595
3536,2817,84,28,4218
3537,5190,47,25,4285
3539,2701,50,15,4204
3540,-539,143,32,5201
3540,1942,188,59,4313
3541,1713,146,39,4400
3541,1774,153,62,4378
3542,170,184,62,4836
3542,786,142,36,4657
3542,1173,59,17,4571
3544,1474,110,26,4461
3545,1612,116,33,4431
3546,975,115,25,4614
3549,4567,53,18,4266
3550,2026,172,35,4280
3557,-382,159,52,5097
3557,561,83,21,4726
3559,719,172,22,4675
3559,1126,108,19,4582
3559,5532,49,16,4295
